ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
1144	6	1	1	0.000000	2.000000	1.000000	0.000000	0.000000	0	0	0
1145	7	2	2	0.000000	31.428571	1.571429	0.000000	0.000000	0	0	0
1146	2	1	3	0.000000	36.000000	1.000000	0.000000	0.000000	0	0	0
1147	50	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1148	49	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1149	46	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1150	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1151	13	1	1	0.000000	35.615385	4.153846	0.000000	0.000000	0	0	0
1152	6	2	1	0.000000	44.000000	1.833333	0.000000	0.000000	0	0	0
1153	3	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1154	1	2	2	0.000000	39.000000	2.000000	0.000000	0.000000	0	0	0
1155	4	1	2	0.000000	34.000000	8.750000	0.000000	0.000000	0	0	0
1156	46	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1157	12	1	1	0.000000	34.833333	21.083333	0.000000	0.000000	0	0	0
1158	49	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1159	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1160	11	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1161	6	2	2	0.000000	47.666667	1.833333	0.000000	0.000000	0	0	0
1162	7	1	2	0.000000	43.428571	18.285714	0.000000	0.000000	0	0	0
1163	58	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1164	4	1	1	0.000000	42.500000	1.250000	0.000000	0.000000	0	0	0
1165	4	1	1	0.000000	38.250000	12.500000	0.000000	0.000000	0	0	0
1166	36	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1167	4	1	2	0.000000	35.500000	7.000000	0.000000	0.000000	0	0	0
1168	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1169	17	1	1	0.000000	1.588235	1.588235	0.000000	0.000000	0	0	0
1170	16	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1171	8	2	2	0.000000	32.250000	8.125000	0.000000	0.000000	0	0	0
1172	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1173	46	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1174	78	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1175	21	1	1	0.000000	2.000000	1.095238	0.000000	0.000000	0	0	0
1176	40	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1177	64	1	0	0.000000	1.156250	1.156250	0.000000	0.000000	0	0	0
1178	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1179	7	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1180	50	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1181	8	2	2	0.000000	33.125000	2.000000	0.000000	0.000000	0	0	0
1182	65	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1183	2	2	1	0.000000	25.000000	2.000000	0.000000	0.000000	0	0	0
1184	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1185	4	2	1	0.000000	36.500000	1.250000	0.000000	0.000000	0	0	0
1186	41	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1187	57	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1188	10	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1189	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1190	45	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1191	6	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1192	2	2	1	0.000000	45.000000	1.000000	0.000000	0.000000	0	0	0
1193	44	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1194	52	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1195	4	1	1	0.000000	1.500000	1.500000	0.000000	0.000000	0	0	0
1196	53	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1197	55	1	1	0.000000	1.127273	1.127273	0.000000	0.000000	0	0	0
1198	70	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1199	12	1	1	0.000000	1.833333	1.583333	0.000000	0.000000	0	0	0
1200	57	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1201	19	1	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
1202	32	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1203	3	1	1	0.000000	9.666667	1.000000	0.000000	0.000000	0	0	0
1204	1	2	2	0.000000	10.000000	2.000000	0.000000	0.000000	0	0	0
1205	6	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1206	12	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1207	46	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1208	51	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1209	28	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1210	43	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1211	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1212	43	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1213	14	1	2	0.000000	40.214286	20.285714	0.000000	0.000000	0	0	0
1214	56	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1215	59	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1216	53	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1217	64	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1218	11	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1219	26	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1220	2	2	2	0.000000	33.500000	2.000000	0.000000	0.000000	0	0	0
1221	42	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1222	47	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1223	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1224	37	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1225	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1226	4	1	2	0.000000	34.250000	5.750000	0.000000	0.000000	0	0	0
1227	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1228	24	2	1	0.000000	1.125000	1.125000	0.000000	0.000000	0	0	0
1229	25	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1230	1	2	1	0.000000	44.000000	1.000000	0.000000	0.000000	0	0	0
1231	22	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1232	6	1	2	0.000000	39.500000	2.000000	0.000000	0.000000	0	0	0
1233	38	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1234	53	1	1	0.000000	1.188679	1.188679	0.000000	0.000000	0	0	0
1235	12	1	1	0.000000	38.083333	21.666667	0.000000	0.000000	0	0	0
1236	48	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1237	20	1	1	0.000000	2.100000	1.650000	0.000000	0.000000	0	0	0
1238	11	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1239	25	1	2	0.000000	1.520000	1.200000	0.000000	0.000000	0	0	0
1240	63	1	1	0.000000	1.063492	1.063492	0.000000	0.000000	0	0	0
1241	52	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1242	11	1	2	0.000000	41.090909	6.545455	0.000000	0.000000	0	0	0
1243	15	2	1	0.000000	34.733333	4.733333	0.000000	0.000000	0	0	0
1244	50	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1245	1	1	1	0.000000	29.000000	1.000000	0.000000	0.000000	0	0	0
1246	11	1	2	0.000000	35.727273	17.090909	0.000000	0.000000	0	0	0
1247	3	2	1	0.000000	35.000000	2.000000	0.000000	0.000000	0	0	0
1248	23	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1249	17	2	1	0.000000	1.411765	1.411765	0.000000	0.000000	0	0	0
1250	4	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1251	13	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1252	8	1	2	0.000000	1.125000	1.125000	0.000000	0.000000	0	0	0
1253	64	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1254	58	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1255	2	1	2	0.000000	34.500000	1.500000	0.000000	0.000000	0	0	0
1256	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1257	8	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1258	43	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1259	7	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1260	74	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1261	46	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1262	6	1	1	0.000000	46.166667	14.833333	0.000000	0.000000	0	0	0
1263	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1264	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1265	44	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1266	73	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1267	55	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1268	7	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1269	21	1	1	0.000000	3.428571	1.761905	0.000000	0.000000	0	0	0
1270	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1271	9	1	1	0.000000	2.000000	1.222222	0.000000	0.000000	0	0	0
1272	8	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1273	10	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1274	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1275	6	1	2	0.000000	39.666667	19.000000	0.000000	0.000000	0	0	0
1276	43	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1277	3	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1278	2	2	2	0.000000	48.000000	2.500000	0.000000	0.000000	0	0	0
1279	5	2	1	0.000000	31.400000	10.000000	0.000000	0.000000	0	0	0
1280	52	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1281	2	1	2	0.000000	43.000000	1.000000	0.000000	0.000000	0	0	0
1282	48	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1283	10	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1284	43	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1285	104	1	1	0.000000	1.028846	1.028846	0.000000	0.000000	0	0	0
1286	6	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1287	4	2	2	0.000000	40.750000	11.250000	0.000000	0.000000	0	0	0
1288	49	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1289	3	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1290	39	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1291	2	1	1	0.000000	9.500000	1.000000	0.000000	0.000000	0	0	0
1292	67	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1293	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1294	15	1	1	0.000000	23.800000	1.066667	0.000000	0.000000	0	0	0
1295	19	1	2	0.000000	30.842105	19.736842	0.000000	0.000000	0	0	0
1296	3	2	2	0.000000	33.666667	21.666667	0.000000	0.000000	0	0	0
1297	4	2	1	0.000000	33.000000	23.000000	0.000000	0.000000	0	0	0
1298	7	2	1	0.000000	32.714286	24.428571	0.000000	0.000000	0	0	0
1299	9	1	1	0.000000	29.000000	18.000000	0.000000	0.000000	0	0	0
1300	1	1	2	0.000000	30.000000	19.000000	0.000000	0.000000	0	0	0
1301	3	1	2	0.000000	32.000000	21.000000	0.000000	0.000000	0	0	0
1302	4	2	2	0.000000	46.500000	28.500000	0.000000	0.000000	0	0	0
1303	2	2	1	0.000000	45.000000	28.500000	0.000000	0.000000	0	0	0
1304	1	2	1	0.000000	43.000000	27.000000	0.000000	0.000000	0	0	0
1305	2	2	1	0.000000	43.500000	29.500000	0.000000	0.000000	0	0	0
1306	2	3	1	0.000000	43.500000	30.500000	0.000000	0.000000	0	0	0
1307	1	4	1	0.000000	42.000000	30.000000	0.000000	0.000000	0	0	0
1308	3	2	1	0.000000	40.666667	29.000000	0.000000	0.000000	0	0	0
1309	2	2	1	0.000000	42.500000	32.500000	0.000000	0.000000	0	0	0
1310	1	3	1	0.000000	42.000000	33.000000	0.000000	0.000000	0	0	0
1311	5	2	1	0.000000	41.400000	36.000000	0.000000	0.000000	0	0	0
1312	1	2	1	0.000000	41.000000	36.000000	0.000000	0.000000	0	0	0
1313	2	2	1	0.000000	40.500000	36.500000	0.000000	0.000000	0	0	0
1314	2	2	1	0.000000	39.000000	38.500000	0.000000	0.000000	0	0	0
1315	1	1	1	0.000000	32.000000	32.000000	0.000000	0.000000	0	0	0
1316	1	1	2	0.000000	33.000000	33.000000	0.000000	0.000000	0	0	0
1317	6	1	1	0.000000	41.833333	28.833333	0.000000	0.000000	0	0	0
1318	12	1	1	0.000000	40.250000	24.250000	0.000000	0.000000	0	0	0
1319	1	1	1	0.000000	40.000000	25.000000	0.000000	0.000000	0	0	0
1320	2	1	2	0.000000	42.000000	25.000000	0.000000	0.000000	0	0	0
1321	5	1	1	0.000000	43.000000	25.600000	0.000000	0.000000	0	0	0
1322	9	1	2	0.000000	45.222222	19.444444	0.000000	0.000000	0	0	0
1323	6	1	2	0.000000	39.500000	20.833333	0.000000	0.000000	0	0	0
1324	18	2	2	0.000000	43.333333	5.444444	0.000000	0.000000	0	0	0
1325	3	1	1	0.000000	36.333333	22.333333	0.000000	0.000000	0	0	0
1326	15	2	2	0.000000	38.666667	6.133333	0.000000	0.000000	0	0	0
1327	6	1	1	0.000000	46.500000	25.833333	0.000000	0.000000	0	0	0
1328	5	1	2	0.000000	48.800000	30.000000	0.000000	0.000000	0	0	0
1329	6	2	2	0.000000	48.833333	18.500000	0.000000	0.000000	0	0	0
1330	6	1	1	0.000000	44.333333	22.500000	0.000000	0.000000	0	0	0
1331	49	0	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1332	2	1	2	0.000000	43.500000	20.500000	0.000000	0.000000	0	0	0
1333	6	2	1	0.000000	39.666667	20.333333	0.000000	0.000000	0	0	0
1334	7	1	1	0.000000	37.285714	24.285714	0.000000	0.000000	0	0	0
1335	7	1	1	0.000000	35.428571	25.285714	0.000000	0.000000	0	0	0
1336	14	1	2	0.000000	36.642857	27.785714	0.000000	0.000000	0	0	0
1337	4	1	1	0.000000	40.000000	29.000000	0.000000	0.000000	0	0	0
1338	4	2	2	0.000000	22.000000	10.750000	0.000000	0.000000	0	0	0
1339	18	1	1	0.000000	24.777778	14.333333	0.000000	0.000000	0	0	0
1340	20	1	3	0.000000	23.700000	16.100000	0.000000	0.000000	0	0	0
1341	1	2	2	0.000000	42.000000	22.000000	0.000000	0.000000	0	0	0
1342	48	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1343	1	2	1	0.000000	37.000000	24.000000	0.000000	0.000000	0	0	0
1344	4	1	1	0.000000	31.500000	21.250000	0.000000	0.000000	0	0	0
1345	3	1	2	0.000000	34.333333	24.333333	0.000000	0.000000	0	0	0
1346	4	1	1	0.000000	38.750000	24.000000	0.000000	0.000000	0	0	0
1347	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1348	8	1	2	0.000000	44.125000	1.125000	0.000000	0.000000	0	0	0
1349	4	2	1	0.000000	48.250000	15.000000	0.000000	0.000000	0	0	0
1350	3	1	2	0.000000	40.333333	10.000000	0.000000	0.000000	0	0	0
1351	7	1	1	0.000000	38.857143	19.571429	0.000000	0.000000	0	0	0
1352	9	2	2	0.000000	41.777778	22.777778	0.000000	0.000000	0	0	0
1353	4	1	1	0.000000	43.000000	25.000000	0.000000	0.000000	0	0	0
1354	7	2	2	0.000000	43.571429	27.285714	0.000000	0.000000	0	0	0
1355	1	1	1	0.000000	42.000000	29.000000	0.000000	0.000000	0	0	0
1356	3	1	2	0.000000	43.000000	28.000000	0.000000	0.000000	0	0	0
1357	2	1	1	0.000000	41.000000	25.000000	0.000000	0.000000	0	0	0
1358	1	2	1	0.000000	38.000000	23.000000	0.000000	0.000000	0	0	0
1359	5	1	2	0.000000	35.200000	16.200000	0.000000	0.000000	0	0	0
1360	2	1	2	0.000000	38.000000	17.500000	0.000000	0.000000	0	0	0
1361	2	2	2	0.000000	41.500000	18.500000	0.000000	0.000000	0	0	0
1362	11	1	2	0.000000	42.363636	22.000000	0.000000	0.000000	0	0	0
1363	1	1	2	0.000000	43.000000	27.000000	0.000000	0.000000	0	0	0
1364	1	2	2	0.000000	34.000000	19.000000	0.000000	0.000000	0	0	0
1365	8	2	1	0.000000	37.875000	18.625000	0.000000	0.000000	0	0	0
1366	1	1	2	0.000000	37.000000	18.000000	0.000000	0.000000	0	0	0
1367	10	1	1	0.000000	45.800000	21.200000	0.000000	0.000000	0	0	0
1368	1	2	3	0.000000	50.000000	31.000000	0.000000	0.000000	0	0	0
1369	2	1	1	0.000000	49.000000	31.000000	0.000000	0.000000	0	0	0
1370	7	2	1	0.000000	36.428571	23.571429	0.000000	0.000000	0	0	0
1371	10	1	1	0.000000	35.500000	21.300000	0.000000	0.000000	0	0	0
1372	3	1	2	0.000000	45.333333	25.666667	0.000000	0.000000	0	0	0
1373	6	1	1	0.000000	39.666667	22.666667	0.000000	0.000000	0	0	0
1374	13	1	2	0.000000	41.384615	27.769231	0.000000	0.000000	0	0	0
1375	20	1	1	0.000000	31.850000	20.900000	0.000000	0.000000	0	0	0
1376	1	2	2	0.000000	36.000000	25.000000	0.000000	0.000000	0	0	0
1377	2	1	2	0.000000	32.500000	21.500000	0.000000	0.000000	0	0	0
1378	3	1	2	0.000000	34.333333	22.333333	0.000000	0.000000	0	0	0
1379	1	1	1	0.000000	36.000000	22.000000	0.000000	0.000000	0	0	0
1380	8	1	1	0.000000	33.625000	20.000000	0.000000	0.000000	0	0	0
1381	4	1	1	0.000000	36.000000	25.750000	0.000000	0.000000	0	0	0
1382	13	2	2	0.000000	38.692308	25.307692	0.000000	0.000000	0	0	0
1383	10	1	1	0.000000	27.500000	8.000000	0.000000	0.000000	0	0	0
1384	49	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1385	15	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1386	1	2	1	0.000000	42.000000	21.000000	0.000000	0.000000	0	0	0
1387	2	1	2	0.000000	41.500000	19.000000	0.000000	0.000000	0	0	0
1388	8	2	2	0.000000	42.625000	21.125000	0.000000	0.000000	0	0	0
1389	9	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1390	7	1	1	0.000000	36.285714	22.142857	0.000000	0.000000	0	0	0
1391	4	2	1	0.000000	33.000000	20.000000	0.000000	0.000000	0	0	0
1392	3	2	2	0.000000	39.000000	22.666667	0.000000	0.000000	0	0	0
1393	3	1	2	0.000000	37.000000	27.000000	0.000000	0.000000	0	0	0
1394	1	1	1	0.000000	31.000000	17.000000	0.000000	0.000000	0	0	0
1395	3	1	2	0.000000	31.333333	16.333333	0.000000	0.000000	0	0	0
1396	11	1	2	0.000000	29.363636	21.181818	0.000000	0.000000	0	0	0
1397	11	2	2	0.000000	32.909091	23.454545	0.000000	0.000000	0	0	0
1398	3	1	2	0.000000	33.000000	17.000000	0.000000	0.000000	0	0	0
1399	9	1	2	0.000000	27.333333	18.222222	0.000000	0.000000	0	0	0
1400	1	1	2	0.000000	28.000000	18.000000	0.000000	0.000000	0	0	0
1401	19	2	2	0.000000	29.052632	20.684211	0.000000	0.000000	0	0	0
1402	9	2	1	0.000000	30.222222	17.555556	0.000000	0.000000	0	0	0
1403	4	2	2	0.000000	36.750000	23.500000	0.000000	0.000000	0	0	0
1404	4	1	1	0.000000	36.750000	21.500000	0.000000	0.000000	0	0	0
1405	7	1	2	0.000000	40.571429	21.000000	0.000000	0.000000	0	0	0
1406	15	2	1	0.000000	41.400000	15.466667	0.000000	0.000000	0	0	0
1407	1	1	1	0.000000	48.000000	36.000000	0.000000	0.000000	0	0	0
1408	7	1	2	0.000000	47.571429	36.000000	0.000000	0.000000	0	0	0
1409	22	1	1	0.000000	36.272727	14.500000	0.000000	0.000000	0	0	0
1410	3	2	1	0.000000	34.333333	18.666667	0.000000	0.000000	0	0	0
1411	15	1	2	0.000000	35.133333	23.000000	0.000000	0.000000	0	0	0
1412	7	2	1	0.000000	30.142857	17.428571	0.000000	0.000000	0	0	0
1413	13	1	1	0.000000	27.384615	16.153846	0.000000	0.000000	0	0	0
1414	2	1	3	0.000000	42.500000	6.000000	0.000000	0.000000	0	0	0
1415	17	1	1	0.000000	40.529412	27.647059	0.000000	0.000000	0	0	0
1416	3	1	2	0.000000	46.000000	32.666667	0.000000	0.000000	0	0	0
1417	4	2	1	0.000000	38.500000	16.500000	0.000000	0.000000	0	0	0
1418	1	2	2	0.000000	38.000000	23.000000	0.000000	0.000000	0	0	0
1419	12	1	2	0.000000	32.500000	19.500000	0.000000	0.000000	0	0	0
1420	3	2	2	0.000000	38.000000	23.000000	0.000000	0.000000	0	0	0
1421	1	1	2	0.000000	39.000000	24.000000	0.000000	0.000000	0	0	0
1422	5	1	2	0.000000	38.000000	12.400000	0.000000	0.000000	0	0	0
1423	4	2	1	0.000000	46.000000	27.000000	0.000000	0.000000	0	0	0
1424	17	2	1	0.000000	41.411765	12.764706	0.000000	0.000000	0	0	0
1425	33	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1426	38	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1427	10	2	1	0.000000	35.100000	23.000000	0.000000	0.000000	0	0	0
1428	8	1	3	0.000000	31.000000	19.875000	0.000000	0.000000	0	0	0
1429	5	3	2	0.000000	32.000000	20.200000	0.000000	0.000000	0	0	0
1430	9	1	1	0.000000	29.555556	16.666667	0.000000	0.000000	0	0	0
1431	3	1	1	0.000000	22.666667	16.333333	0.000000	0.000000	0	0	0
1432	2	2	2	0.000000	24.000000	15.500000	0.000000	0.000000	0	0	0
1433	10	2	1	0.000000	25.500000	13.300000	0.000000	0.000000	0	0	0
1434	6	1	1	0.000000	26.333333	15.500000	0.000000	0.000000	0	0	0
1435	16	2	2	0.000000	43.187500	24.312500	0.000000	0.000000	0	0	0
1436	21	1	1	0.000000	1.523810	1.523810	0.000000	0.000000	0	0	0
1437	3	2	2	0.000000	41.333333	24.666667	0.000000	0.000000	0	0	0
1438	5	1	1	0.000000	38.200000	23.000000	0.000000	0.000000	0	0	0
1439	4	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1440	17	1	2	0.000000	2.000000	1.294118	0.000000	0.000000	0	0	0
1441	2	1	1	0.000000	31.000000	19.000000	0.000000	0.000000	0	0	0
1442	1	1	2	0.000000	32.000000	21.000000	0.000000	0.000000	0	0	0
1443	11	1	2	0.000000	44.272727	18.000000	0.000000	0.000000	0	0	0
1444	13	2	2	0.000000	36.461538	8.461538	0.000000	0.000000	0	0	0
1445	2	1	1	0.000000	34.000000	15.000000	0.000000	0.000000	0	0	0
1446	9	1	2	0.000000	33.888889	19.000000	0.000000	0.000000	0	0	0
1447	14	2	1	0.000000	31.500000	18.000000	0.000000	0.000000	0	0	0
1448	5	2	1	0.000000	28.600000	15.800000	0.000000	0.000000	0	0	0
1449	7	2	1	0.000000	28.714286	17.000000	0.000000	0.000000	0	0	0
1450	10	1	1	0.000000	34.000000	16.200000	0.000000	0.000000	0	0	0
1451	10	2	2	0.000000	33.900000	19.300000	0.000000	0.000000	0	0	0
1452	3	2	1	0.000000	20.666667	10.333333	0.000000	0.000000	0	0	0
1453	13	1	2	0.000000	22.461538	9.615385	0.000000	0.000000	0	0	0
1454	8	2	2	0.000000	38.625000	18.250000	0.000000	0.000000	0	0	0
1455	8	1	2	0.000000	33.750000	2.000000	0.000000	0.000000	0	0	0
1456	5	1	2	0.000000	47.600000	27.200000	0.000000	0.000000	0	0	0
1457	16	2	2	0.000000	40.750000	19.187500	0.000000	0.000000	0	0	0
1458	20	2	1	0.000000	31.250000	19.150000	0.000000	0.000000	0	0	0
1459	6	2	1	0.000000	24.000000	12.500000	0.000000	0.000000	0	0	0
1460	2	2	1	0.000000	22.500000	9.500000	0.000000	0.000000	0	0	0
1461	11	1	2	0.000000	22.727273	13.545455	0.000000	0.000000	0	0	0
1462	25	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1463	1	1	2	0.000000	33.000000	25.000000	0.000000	0.000000	0	0	0
1464	5	1	1	0.000000	31.000000	18.800000	0.000000	0.000000	0	0	0
1465	3	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1466	1	2	2	0.000000	33.000000	2.000000	0.000000	0.000000	0	0	0
1467	10	1	1	0.000000	39.200000	22.000000	0.000000	0.000000	0	0	0
1468	3	1	2	0.000000	44.666667	21.000000	0.000000	0.000000	0	0	0
1469	5	1	1	0.000000	41.200000	15.200000	0.000000	0.000000	0	0	0
1470	2	1	2	0.000000	40.000000	23.500000	0.000000	0.000000	0	0	0
1471	1	1	1	0.000000	35.000000	20.000000	0.000000	0.000000	0	0	0
1472	1	1	1	0.000000	31.000000	19.000000	0.000000	0.000000	0	0	0
1473	6	2	1	0.000000	38.333333	15.166667	0.000000	0.000000	0	0	0
1474	7	1	1	0.000000	37.571429	13.571429	0.000000	0.000000	0	0	0
1475	63	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1476	49	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1477	6	1	2	0.000000	34.333333	22.000000	0.000000	0.000000	0	0	0
1478	2	2	1	0.000000	39.500000	1.500000	0.000000	0.000000	0	0	0
1479	21	1	1	0.000000	2.000000	1.476190	0.000000	0.000000	0	0	0
1480	21	1	1	0.000000	32.333333	16.571429	0.000000	0.000000	0	0	0
1481	2	2	2	0.000000	46.000000	1.500000	0.000000	0.000000	0	0	0
1482	3	1	1	0.000000	36.333333	15.666667	0.000000	0.000000	0	0	0
1483	67	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1484	4	2	2	0.000000	21.500000	1.500000	0.000000	0.000000	0	0	0
1485	59	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1486	62	1	1	0.000000	1.080645	1.080645	0.000000	0.000000	0	0	0
1487	7	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1488	45	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1489	5	2	3	0.000000	32.800000	11.600000	0.000000	0.000000	0	0	0
1490	54	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1491	58	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
