ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
31	10	2	2	0.000000	45.800000	24.000000	0.000000	0.000000	0	0	0
32	8	2	2	0.000000	38.250000	18.625000	0.000000	0.000000	0	0	0
33	1	1	1	0.000000	39.000000	19.000000	0.000000	0.000000	0	0	0
34	1	1	2	0.000000	41.000000	23.000000	0.000000	0.000000	0	0	0
35	1	1	2	0.000000	40.000000	24.000000	0.000000	0.000000	0	0	0
36	30	1	1	0.000000	31.900000	20.666667	0.000000	0.000000	0	0	0
37	5	2	3	0.000000	41.800000	27.600000	0.000000	0.000000	0	0	0
38	3	1	1	0.000000	42.000000	26.333333	0.000000	0.000000	0	0	0
39	1	1	2	0.000000	44.000000	29.000000	0.000000	0.000000	0	0	0
40	2	1	2	0.000000	45.500000	30.500000	0.000000	0.000000	0	0	0
41	13	1	2	0.000000	47.076923	25.153846	0.000000	0.000000	0	0	0
42	4	1	2	0.000000	49.750000	24.500000	0.000000	0.000000	0	0	0
43	2	1	2	0.000000	47.500000	25.500000	0.000000	0.000000	0	0	0
44	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
45	1	2	2	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
46	9	2	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
47	4	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
48	5	2	2	0.000000	43.600000	29.800000	0.000000	0.000000	0	0	0
49	7	2	1	0.000000	41.285714	24.571429	0.000000	0.000000	0	0	0
50	3	2	1	0.000000	41.666667	25.666667	0.000000	0.000000	0	0	0
51	1	2	1	0.000000	42.000000	24.000000	0.000000	0.000000	0	0	0
52	1	1	1	0.000000	47.000000	27.000000	0.000000	0.000000	0	0	0
53	8	1	2	0.000000	49.375000	27.000000	0.000000	0.000000	0	0	0
54	1	1	1	0.000000	47.000000	18.000000	0.000000	0.000000	0	0	0
55	9	2	2	0.000000	49.666667	33.444444	0.000000	0.000000	0	0	0
56	5	2	2	0.000000	45.000000	33.200000	0.000000	0.000000	0	0	0
57	18	2	1	0.000000	44.222222	18.555556	0.000000	0.000000	0	0	0
58	18	1	1	0.000000	43.666667	28.833333	0.000000	0.000000	0	0	0
59	8	2	1	0.000000	29.625000	18.625000	0.000000	0.000000	0	0	0
60	1	1	1	0.000000	32.000000	23.000000	0.000000	0.000000	0	0	0
61	5	1	1	0.000000	31.600000	21.400000	0.000000	0.000000	0	0	0
62	10	1	2	0.000000	34.300000	1.100000	0.000000	0.000000	0	0	0
63	2	1	1	0.000000	40.500000	24.500000	0.000000	0.000000	0	0	0
64	4	1	2	0.000000	42.500000	25.000000	0.000000	0.000000	0	0	0
65	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
66	7	2	1	0.000000	29.428571	14.142857	0.000000	0.000000	0	0	0
67	5	1	1	0.000000	27.600000	18.800000	0.000000	0.000000	0	0	0
68	1	2	1	0.000000	26.000000	20.000000	0.000000	0.000000	0	0	0
69	12	2	1	0.000000	22.000000	15.000000	0.000000	0.000000	0	0	0
70	8	1	1	0.000000	23.375000	16.875000	0.000000	0.000000	0	0	0
71	6	1	1	0.000000	26.000000	17.000000	0.000000	0.000000	0	0	0
72	4	1	2	0.000000	37.000000	18.000000	0.000000	0.000000	0	0	0
73	8	1	1	0.000000	30.000000	20.500000	0.000000	0.000000	0	0	0
74	35	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
75	5	2	2	0.000000	42.600000	23.000000	0.000000	0.000000	0	0	0
76	7	2	1	0.000000	40.285714	22.857143	0.000000	0.000000	0	0	0
77	1	2	1	0.000000	38.000000	23.000000	0.000000	0.000000	0	0	0
78	15	2	1	0.000000	34.800000	18.333333	0.000000	0.000000	0	0	0
79	2	2	1	0.000000	36.500000	26.500000	0.000000	0.000000	0	0	0
80	3	2	1	0.000000	33.333333	29.333333	0.000000	0.000000	0	0	0
81	3	2	1	0.000000	34.666667	32.333333	0.000000	0.000000	0	0	0
82	1	2	1	0.000000	37.000000	37.000000	0.000000	0.000000	0	0	0
83	1	1	1	0.000000	37.000000	37.000000	0.000000	0.000000	0	0	0
84	3	1	2	0.000000	38.666667	38.333333	0.000000	0.000000	0	0	0
85	2	1	2	0.000000	40.500000	38.500000	0.000000	0.000000	0	0	0
86	2	1	3	0.000000	40.500000	37.000000	0.000000	0.000000	0	0	0
87	31	2	1	0.000000	36.516129	21.870968	0.000000	0.000000	0	0	0
88	2	2	2	0.000000	35.000000	23.500000	0.000000	0.000000	0	0	0
89	6	2	1	0.000000	34.166667	24.166667	0.000000	0.000000	0	0	0
90	10	3	1	0.000000	34.600000	26.400000	0.000000	0.000000	0	0	0
91	13	1	1	0.000000	34.692308	25.615385	0.000000	0.000000	0	0	0
92	10	2	2	0.000000	46.100000	30.900000	0.000000	0.000000	0	0	0
93	2	1	2	0.000000	45.000000	33.500000	0.000000	0.000000	0	0	0
94	13	2	2	0.000000	46.846154	29.615385	0.000000	0.000000	0	0	0
95	4	2	2	0.000000	44.250000	9.500000	0.000000	0.000000	0	0	0
96	2	1	2	0.000000	39.000000	3.000000	0.000000	0.000000	0	0	0
97	9	1	2	0.000000	37.666667	22.000000	0.000000	0.000000	0	0	0
98	14	1	2	0.000000	37.857143	24.214286	0.000000	0.000000	0	0	0
99	9	1	2	0.000000	42.222222	29.000000	0.000000	0.000000	0	0	0
100	3	1	3	0.000000	41.333333	29.000000	0.000000	0.000000	0	0	0
101	10	1	2	0.000000	44.100000	8.300000	0.000000	0.000000	0	0	0
102	10	2	2	0.000000	44.500000	27.500000	0.000000	0.000000	0	0	0
103	5	1	2	0.000000	35.000000	5.200000	0.000000	0.000000	0	0	0
104	41	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
105	9	1	2	0.000000	43.777778	24.111111	0.000000	0.000000	0	0	0
106	31	2	1	0.000000	33.741935	12.774194	0.000000	0.000000	0	0	0
107	4	2	2	0.000000	35.750000	25.000000	0.000000	0.000000	0	0	0
108	13	1	1	0.000000	30.076923	19.153846	0.000000	0.000000	0	0	0
109	5	2	1	0.000000	32.200000	22.800000	0.000000	0.000000	0	0	0
110	1	2	1	0.000000	32.000000	22.000000	0.000000	0.000000	0	0	0
111	2	1	2	0.000000	32.000000	23.500000	0.000000	0.000000	0	0	0
112	2	2	2	0.000000	33.000000	24.500000	0.000000	0.000000	0	0	0
113	1	2	1	0.000000	32.000000	24.000000	0.000000	0.000000	0	0	0
114	4	1	1	0.000000	29.750000	22.000000	0.000000	0.000000	0	0	0
115	6	1	1	0.000000	26.166667	17.833333	0.000000	0.000000	0	0	0
116	3	1	1	0.000000	38.333333	24.333333	0.000000	0.000000	0	0	0
117	2	2	2	0.000000	39.000000	28.000000	0.000000	0.000000	0	0	0
118	3	1	2	0.000000	44.000000	25.333333	0.000000	0.000000	0	0	0
119	4	2	2	0.000000	42.250000	25.500000	0.000000	0.000000	0	0	0
120	5	1	2	0.000000	39.000000	25.800000	0.000000	0.000000	0	0	0
121	2	1	2	0.000000	43.500000	19.000000	0.000000	0.000000	0	0	0
122	2	1	2	0.000000	33.500000	25.500000	0.000000	0.000000	0	0	0
123	4	1	2	0.000000	36.000000	28.000000	0.000000	0.000000	0	0	0
124	3	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
125	18	1	2	0.000000	2.000000	1.055556	0.000000	0.000000	0	0	0
126	12	2	2	0.000000	45.833333	13.250000	0.000000	0.000000	0	0	0
127	5	1	1	0.000000	47.000000	29.600000	0.000000	0.000000	0	0	0
128	6	2	2	0.000000	46.166667	30.333333	0.000000	0.000000	0	0	0
129	4	2	1	0.000000	44.000000	29.500000	0.000000	0.000000	0	0	0
130	5	1	1	0.000000	43.200000	31.800000	0.000000	0.000000	0	0	0
131	1	1	3	0.000000	43.000000	30.000000	0.000000	0.000000	0	0	0
132	4	1	2	0.000000	37.250000	22.000000	0.000000	0.000000	0	0	0
133	17	2	2	0.000000	44.352941	22.764706	0.000000	0.000000	0	0	0
134	5	1	1	0.000000	36.400000	24.000000	0.000000	0.000000	0	0	0
135	18	1	2	0.000000	40.333333	27.888889	0.000000	0.000000	0	0	0
136	2	2	2	0.000000	40.000000	26.500000	0.000000	0.000000	0	0	0
137	4	1	1	0.000000	40.500000	14.500000	0.000000	0.000000	0	0	0
138	6	1	2	0.000000	40.000000	7.666667	0.000000	0.000000	0	0	0
139	1	2	2	0.000000	38.000000	19.000000	0.000000	0.000000	0	0	0
140	11	2	1	0.000000	28.636364	18.727273	0.000000	0.000000	0	0	0
141	5	1	1	0.000000	27.400000	13.000000	0.000000	0.000000	0	0	0
142	9	2	2	0.000000	29.444444	10.666667	0.000000	0.000000	0	0	0
143	2	1	2	0.000000	42.500000	22.000000	0.000000	0.000000	0	0	0
144	11	1	1	0.000000	43.272727	20.909091	0.000000	0.000000	0	0	0
145	12	2	2	0.000000	42.166667	27.416667	0.000000	0.000000	0	0	0
146	7	1	1	0.000000	41.000000	26.285714	0.000000	0.000000	0	0	0
147	1	2	2	0.000000	43.000000	24.000000	0.000000	0.000000	0	0	0
148	7	1	1	0.000000	39.714286	17.142857	0.000000	0.000000	0	0	0
149	6	3	2	0.000000	39.166667	1.833333	0.000000	0.000000	0	0	0
150	10	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
151	8	2	2	0.000000	37.250000	22.125000	0.000000	0.000000	0	0	0
152	3	1	1	0.000000	35.666667	21.666667	0.000000	0.000000	0	0	0
153	7	2	2	0.000000	39.571429	21.571429	0.000000	0.000000	0	0	0
154	2	2	2	0.000000	37.000000	21.000000	0.000000	0.000000	0	0	0
155	11	1	1	0.000000	32.363636	18.000000	0.000000	0.000000	0	0	0
156	4	2	2	0.000000	41.750000	20.500000	0.000000	0.000000	0	0	0
157	2	1	1	0.000000	35.500000	21.500000	0.000000	0.000000	0	0	0
158	4	1	2	0.000000	37.000000	21.000000	0.000000	0.000000	0	0	0
159	6	1	1	0.000000	30.500000	18.500000	0.000000	0.000000	0	0	0
160	1	2	1	0.000000	38.000000	25.000000	0.000000	0.000000	0	0	0
161	2	2	2	0.000000	32.000000	21.000000	0.000000	0.000000	0	0	0
162	2	2	1	0.000000	32.000000	20.000000	0.000000	0.000000	0	0	0
163	2	1	1	0.000000	42.500000	27.000000	0.000000	0.000000	0	0	0
164	10	2	2	0.000000	45.700000	29.700000	0.000000	0.000000	0	0	0
165	1	2	1	0.000000	46.000000	29.000000	0.000000	0.000000	0	0	0
166	8	2	2	0.000000	43.125000	30.625000	0.000000	0.000000	0	0	0
167	6	1	1	0.000000	40.500000	24.666667	0.000000	0.000000	0	0	0
168	7	2	2	0.000000	44.428571	20.714286	0.000000	0.000000	0	0	0
169	3	2	1	0.000000	43.666667	22.000000	0.000000	0.000000	0	0	0
170	12	1	1	0.000000	31.750000	14.583333	0.000000	0.000000	0	0	0
171	6	2	3	0.000000	34.166667	23.666667	0.000000	0.000000	0	0	0
172	1	1	1	0.000000	33.000000	21.000000	0.000000	0.000000	0	0	0
173	7	1	2	0.000000	31.142857	17.571429	0.000000	0.000000	0	0	0
174	1	1	2	0.000000	29.000000	17.000000	0.000000	0.000000	0	0	0
175	15	1	2	0.000000	33.000000	22.600000	0.000000	0.000000	0	0	0
176	3	2	1	0.000000	36.000000	26.000000	0.000000	0.000000	0	0	0
177	42	1	1	0.000000	1.047619	1.047619	0.000000	0.000000	0	0	0
178	1	1	1	0.000000	37.000000	22.000000	0.000000	0.000000	0	0	0
179	2	1	2	0.000000	36.500000	23.500000	0.000000	0.000000	0	0	0
180	11	1	2	0.000000	36.272727	26.454545	0.000000	0.000000	0	0	0
181	40	1	2	0.000000	36.000000	20.775000	0.000000	0.000000	0	0	0
182	1	2	2	0.000000	39.000000	23.000000	0.000000	0.000000	0	0	0
183	6	1	1	0.000000	30.833333	21.500000	0.000000	0.000000	0	0	0
184	8	1	2	0.000000	30.500000	16.375000	0.000000	0.000000	0	0	0
185	9	2	2	0.000000	35.000000	17.333333	0.000000	0.000000	0	0	0
186	2	2	1	0.000000	34.000000	17.500000	0.000000	0.000000	0	0	0
187	12	1	1	0.000000	29.666667	16.166667	0.000000	0.000000	0	0	0
188	19	1	1	0.000000	34.526316	20.736842	0.000000	0.000000	0	0	0
189	4	1	1	0.000000	40.000000	28.000000	0.000000	0.000000	0	0	0
190	4	1	2	0.000000	33.250000	21.250000	0.000000	0.000000	0	0	0
191	14	1	2	0.000000	33.142857	15.428571	0.000000	0.000000	0	0	0
192	17	1	1	0.000000	38.235294	25.941176	0.000000	0.000000	0	0	0
193	28	1	1	0.000000	33.821429	21.071429	0.000000	0.000000	0	0	0
194	6	1	2	0.000000	35.000000	22.833333	0.000000	0.000000	0	0	0
195	1	2	2	0.000000	35.000000	21.000000	0.000000	0.000000	0	0	0
196	16	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
197	5	1	2	0.000000	1.600000	1.600000	0.000000	0.000000	0	0	0
198	12	1	2	0.000000	32.666667	19.083333	0.000000	0.000000	0	0	0
199	8	2	1	0.000000	38.250000	15.750000	0.000000	0.000000	0	0	0
200	5	2	1	0.000000	39.800000	19.800000	0.000000	0.000000	0	0	0
201	5	2	2	0.000000	28.000000	10.800000	0.000000	0.000000	0	0	0
202	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
203	41	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
204	8	1	1	0.000000	29.625000	21.875000	0.000000	0.000000	0	0	0
205	3	1	2	0.000000	31.666667	22.666667	0.000000	0.000000	0	0	0
206	16	2	2	0.000000	32.312500	20.437500	0.000000	0.000000	0	0	0
207	3	2	2	0.000000	32.000000	1.333333	0.000000	0.000000	0	0	0
208	3	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
209	15	2	2	0.000000	36.400000	20.866667	0.000000	0.000000	0	0	0
210	8	1	1	0.000000	34.500000	24.000000	0.000000	0.000000	0	0	0
211	11	2	2	0.000000	30.090909	9.181818	0.000000	0.000000	0	0	0
212	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
213	22	2	2	0.000000	38.454545	17.727273	0.000000	0.000000	0	0	0
214	5	1	1	0.000000	36.400000	22.600000	0.000000	0.000000	0	0	0
215	1	2	2	0.000000	36.000000	26.000000	0.000000	0.000000	0	0	0
216	10	2	1	0.000000	22.900000	13.000000	0.000000	0.000000	0	0	0
217	37	2	1	0.000000	1.054054	1.054054	0.000000	0.000000	0	0	0
218	2	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
219	5	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
220	5	1	2	0.000000	32.200000	21.800000	0.000000	0.000000	0	0	0
221	13	1	1	0.000000	35.846154	23.230769	0.000000	0.000000	0	0	0
222	15	1	1	0.000000	34.733333	24.333333	0.000000	0.000000	0	0	0
223	1	2	1	0.000000	36.000000	2.000000	0.000000	0.000000	0	0	0
224	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
225	7	1	3	0.000000	38.000000	21.285714	0.000000	0.000000	0	0	0
226	8	2	1	0.000000	34.750000	18.875000	0.000000	0.000000	0	0	0
227	15	1	2	0.000000	38.400000	27.200000	0.000000	0.000000	0	0	0
228	6	2	2	0.000000	35.166667	21.666667	0.000000	0.000000	0	0	0
229	3	2	2	0.000000	39.333333	27.000000	0.000000	0.000000	0	0	0
230	22	2	2	0.000000	31.409091	13.227273	0.000000	0.000000	0	0	0
231	4	2	1	0.000000	33.000000	24.750000	0.000000	0.000000	0	0	0
232	12	2	2	0.000000	34.833333	25.500000	0.000000	0.000000	0	0	0
233	7	1	1	0.000000	34.428571	20.857143	0.000000	0.000000	0	0	0
234	1	1	2	0.000000	39.000000	27.000000	0.000000	0.000000	0	0	0
235	5	2	1	0.000000	31.000000	15.800000	0.000000	0.000000	0	0	0
236	5	1	1	0.000000	28.000000	15.600000	0.000000	0.000000	0	0	0
237	3	1	2	0.000000	32.333333	19.333333	0.000000	0.000000	0	0	0
238	5	2	2	0.000000	34.000000	18.200000	0.000000	0.000000	0	0	0
239	7	1	1	0.000000	34.428571	17.714286	0.000000	0.000000	0	0	0
240	9	2	1	0.000000	33.111111	2.000000	0.000000	0.000000	0	0	0
241	9	2	1	0.000000	31.000000	16.888889	0.000000	0.000000	0	0	0
242	15	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
243	1	2	3	0.000000	42.000000	21.000000	0.000000	0.000000	0	0	0
244	10	2	1	0.000000	43.200000	23.600000	0.000000	0.000000	0	0	0
245	11	2	1	0.000000	40.454545	20.272727	0.000000	0.000000	0	0	0
246	3	1	1	0.000000	35.000000	21.333333	0.000000	0.000000	0	0	0
247	2	1	2	0.000000	41.500000	25.500000	0.000000	0.000000	0	0	0
248	11	1	1	0.000000	1.818182	1.818182	0.000000	0.000000	0	0	0
249	10	1	2	0.000000	36.300000	23.700000	0.000000	0.000000	0	0	0
250	20	2	1	0.000000	38.650000	22.050000	0.000000	0.000000	0	0	0
251	3	2	1	0.000000	39.666667	26.333333	0.000000	0.000000	0	0	0
252	2	2	1	0.000000	34.500000	21.000000	0.000000	0.000000	0	0	0
253	4	2	1	0.000000	35.000000	19.000000	0.000000	0.000000	0	0	0
254	2	1	1	0.000000	33.500000	21.000000	0.000000	0.000000	0	0	0
255	8	2	2	0.000000	37.500000	2.000000	0.000000	0.000000	0	0	0
256	9	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
257	13	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
258	2	2	2	0.000000	31.000000	2.000000	0.000000	0.000000	0	0	0
259	1	1	2	0.000000	40.000000	1.000000	0.000000	0.000000	0	0	0
260	1	1	2	0.000000	43.000000	1.000000	0.000000	0.000000	0	0	0
261	50	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
262	14	1	1	0.000000	1.071429	1.071429	0.000000	0.000000	0	0	0
263	42	1	2	0.000000	1.238095	1.238095	0.000000	0.000000	0	0	0
264	19	1	2	0.000000	32.368421	7.842105	0.000000	0.000000	0	0	0
265	6	2	2	0.000000	31.833333	8.833333	0.000000	0.000000	0	0	0
266	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
267	20	1	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
268	3	1	1	0.000000	42.333333	28.333333	0.000000	0.000000	0	0	0
269	20	2	2	0.000000	40.900000	4.850000	0.000000	0.000000	0	0	0
270	3	2	2	0.000000	36.333333	8.333333	0.000000	0.000000	0	0	0
271	4	1	1	0.000000	33.750000	16.500000	0.000000	0.000000	0	0	0
272	3	1	2	0.000000	40.666667	10.666667	0.000000	0.000000	0	0	0
273	1	2	2	0.000000	42.000000	27.000000	0.000000	0.000000	0	0	0
274	3	2	1	0.000000	36.333333	22.666667	0.000000	0.000000	0	0	0
275	7	2	1	0.000000	33.571429	19.000000	0.000000	0.000000	0	0	0
276	26	1	1	0.000000	30.576923	7.653846	0.000000	0.000000	0	0	0
277	46	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
278	18	1	2	0.000000	30.277778	16.777778	0.000000	0.000000	0	0	0
279	1	2	1	0.000000	32.000000	17.000000	0.000000	0.000000	0	0	0
280	9	2	1	0.000000	32.444444	16.333333	0.000000	0.000000	0	0	0
281	37	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
282	5	2	1	0.000000	41.000000	1.800000	0.000000	0.000000	0	0	0
283	10	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
284	7	1	2	0.000000	33.571429	18.428571	0.000000	0.000000	0	0	0
285	1	1	3	0.000000	35.000000	23.000000	0.000000	0.000000	0	0	0
286	15	1	2	0.000000	30.533333	23.066667	0.000000	0.000000	0	0	0
287	13	1	2	0.000000	43.000000	17.153846	0.000000	0.000000	0	0	0
288	10	2	2	0.000000	29.800000	1.300000	0.000000	0.000000	0	0	0
289	42	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
290	7	2	2	0.000000	31.714286	19.857143	0.000000	0.000000	0	0	0
291	4	1	1	0.000000	33.250000	20.500000	0.000000	0.000000	0	0	0
292	19	2	2	0.000000	29.894737	20.052632	0.000000	0.000000	0	0	0
293	12	2	2	0.000000	31.500000	16.000000	0.000000	0.000000	0	0	0
294	4	2	1	0.000000	36.000000	2.000000	0.000000	0.000000	0	0	0
295	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
296	7	1	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
297	5	1	2	0.000000	30.600000	16.600000	0.000000	0.000000	0	0	0
298	1	2	2	0.000000	48.000000	26.000000	0.000000	0.000000	0	0	0
299	20	2	1	0.000000	50.450000	14.800000	0.000000	0.000000	0	0	0
300	9	2	1	0.000000	34.555556	25.000000	0.000000	0.000000	0	0	0
301	12	1	1	0.000000	33.333333	22.416667	0.000000	0.000000	0	0	0
302	1	2	2	0.000000	41.000000	23.000000	0.000000	0.000000	0	0	0
303	3	1	2	0.000000	45.333333	27.000000	0.000000	0.000000	0	0	0
304	19	1	2	0.000000	40.263158	6.263158	0.000000	0.000000	0	0	0
305	5	2	2	0.000000	40.000000	21.000000	0.000000	0.000000	0	0	0
306	13	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
307	47	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
308	42	2	1	0.000000	1.261905	1.261905	0.000000	0.000000	0	0	0
309	2	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
310	9	2	2	0.000000	39.111111	2.000000	0.000000	0.000000	0	0	0
311	7	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
312	15	1	1	0.000000	46.800000	3.133333	0.000000	0.000000	0	0	0
313	55	1	1	0.000000	1.018182	1.018182	0.000000	0.000000	0	0	0
314	56	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
315	6	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
316	15	1	2	0.000000	3.000000	2.066667	0.000000	0.000000	0	0	0
317	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
318	9	1	2	0.000000	39.888889	21.444444	0.000000	0.000000	0	0	0
319	1	2	1	0.000000	40.000000	2.000000	0.000000	0.000000	0	0	0
320	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
321	2	2	2	0.000000	42.500000	2.000000	0.000000	0.000000	0	0	0
322	10	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
323	39	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
324	36	1	3	0.000000	32.222222	17.222222	0.000000	0.000000	0	0	0
325	1	1	1	0.000000	44.000000	22.000000	0.000000	0.000000	0	0	0
326	4	2	1	0.000000	36.000000	3.000000	0.000000	0.000000	0	0	0
327	4	2	1	0.000000	38.000000	2.000000	0.000000	0.000000	0	0	0
328	16	1	1	0.000000	1.187500	1.187500	0.000000	0.000000	0	0	0
329	7	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
330	6	1	2	0.000000	30.166667	4.833333	0.000000	0.000000	0	0	0
331	54	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
332	56	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
333	34	1	2	0.000000	1.088235	1.088235	0.000000	0.000000	0	0	0
334	52	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
335	53	1	1	0.000000	1.113208	1.113208	0.000000	0.000000	0	0	0
336	1	2	1	0.000000	43.000000	2.000000	0.000000	0.000000	0	0	0
337	39	2	1	0.000000	1.153846	1.153846	0.000000	0.000000	0	0	0
338	4	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
339	58	1	1	0.000000	1.137931	1.137931	0.000000	0.000000	0	0	0
340	3	1	2	0.000000	40.333333	1.000000	0.000000	0.000000	0	0	0
341	4	2	2	0.000000	36.750000	14.500000	0.000000	0.000000	0	0	0
342	55	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
343	30	1	2	0.000000	35.200000	19.933333	0.000000	0.000000	0	0	0
344	54	2	1	0.000000	1.166667	1.166667	0.000000	0.000000	0	0	0
345	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
346	7	2	1	0.000000	46.428571	16.428571	0.000000	0.000000	0	0	0
347	7	2	2	0.000000	39.571429	2.000000	0.000000	0.000000	0	0	0
348	1	2	1	0.000000	41.000000	1.000000	0.000000	0.000000	0	0	0
349	65	1	0	0.000000	1.046154	1.046154	0.000000	0.000000	0	0	0
350	54	1	1	0.000000	1.148148	1.148148	0.000000	0.000000	0	0	0
351	61	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
352	62	1	0	0.000000	1.048387	1.048387	0.000000	0.000000	0	0	0
353	5	2	3	0.000000	31.200000	1.600000	0.000000	0.000000	0	0	0
354	39	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
355	65	1	1	0.000000	1.461538	1.461538	0.000000	0.000000	0	0	0
